tourist_name,tourist_country,topic,reviews,visit_date,tourist_type,reviewed_place
Alice W,"Birmingham, England, United Kingdom",Looks like the guidebook - really!,"It's a hot walk if you get here after 10am, as we did, but worth it. Get the shuttle from the Sossusvlei car park for 170N$ pp & after that it's 1.2km on foot through baking sun over sand. Possible to drive in a 4x4 instead of shuttle but we weren't brave enough as sand is deep in places & there is no rescue service..... Photos look fab, exactly like the books.",4-May-18,Couples,Okaukuejo waterhole
Alisha C,"Auckland Central, New Zealand",Amazing views,"A slightly difficult walk, but soo worth it when you get to the top. Awesome views of the petrified forest. So much fun running down to the bottom.",26-Aug-19,Couples,Desert Explores
Alisha C,"Auckland Central, New Zealand",Rubbish everywhere,"Not a hard walk up to the top, but does show some awesome views of the desert. Unfortunately the bins at the bottom arent covered so the rubbish blows up the dunes.",6-Aug-19,Couples,Namutoni
Alison,"York, UK",Fabulous!,"We stayed here last year and always wanted to return.  It is so lovely to camp in the shelter of these magnificent mountains, with peace and solitude all around you.  The stars seem to come down to greet you, the dassies play in the trees and the birds are numerous and sometimes a little cheeky.  The long-drops have improved and showers are being built around the camps.  Hopefully it will not get too commercialised!!  The staff at Reception and in the restaurant are happy and helpful and the open-air showers at reception are spacious and fun!  A lovely, lovely stay.",10-Oct-17,Couples,Dune 45
Alison I,"Sydney, Australia",Must visit!!,"We spent one night here on our way from Swakopmund up north and it was a wonderful experience. We were treated to the most spectacular sunset, and although it was stinking hot (late-January..) and hard to find reprieve from this heat, we made the best of it by drinking cold beers and cider and had a fantastic day! We had a friendly ground squirrel entertain us, and also some hornbills. We took the guided hike up to the Bushmen rock paintings the next morning which was brilliant also. Don't miss this spectacular place if you are travelling around Namibia!",18-Mar-14,Couples,Daan Viljoen Nature Reserve
Alison T,"Leeds, UK",Abandoned to the desert,"As a photographer this is a dream location that I had wanted to visit for many years. with a photographers permit enabling early access, I was able to see the dawn. It did not disappoint.",20-Jan-20,Family,Spitzkoppe
ALJ,"Tucson, AZ",Easy hike and wholly remarkable,"This is a fantastic hike for people who want to see the dunes, not to mention the beauty of Deadvlei, without necessarily taking a challenging hike, hauling oneself through the sand. The hike is reasonable, with minimal sand walking, though there is the option to partially hike up one of the dunes and run in after a period. There is also the option to hike Big Papa dune and then run the 380 meters down into Deadvlei -- this is an INCREDIBLE but very challenging option. Great views, but it will take several hours and you'll be quite tired at the end! Deadvlei is wholly unreal and almost cannot be described -- it looks like something from another planet. If you have limited time -- make sure you allocate time for this. It is best in the earlier morning, as the sun rises, the trees make striking shadows, making it even more other worldly.",11-Apr-16,Friends,Daan Viljoen Nature Reserve
all_the_places,everywhere,"Lots of sand, great colours","It's one of these must-see and must-do places during a Namibia round-trip.Try to be early at the gate to the park, like 0615. The gate opens at 0630, the queue can be long. You either get your day permit at the camping place at entry time of before you leave. Drive the 60K road to the very end before visiting the other view points or Dune 45. Depending on your car (4WD is required!) or your driving skills (you may also get stuck with a 4WD), get on one of the shuttle ""buses"" for the last 5K to Big Daddy.At destination, you may either walk east of the dune through the vlei or you may start right at the dune that's just in front of Big Daddy.If you don't feel so fit, try the smaller dune in front which will also offer a nice view on the vleis and a great downhill run experience :)The time needed to get to the top of Big Daddy obviously depends on your fitness and traffic en-route. It took me 48 min to get to the top while starting with the smaller dune and about 4 min to get down from Big Daddy to the Deadvlei.It's a great walk back to the parking place, walking barefoot. The vlei is very comfortable to walk on.",22-Aug-17,Family,Onguma Bush Camp
Alli394,"Naples, Italy",Strenuous hike but totally worth it!,"We visited Dead Vlei first and then we tried climbing big daddy almost from the end of the valley, this was definitely a mistake! The hike was a lot easier when we finally made it to the main path. Overall we found it very tiring despite of being quite fit, but totally worth it! The view from the top is to die for! Coming down was real fun!! Please climb big Daddy first and then go the dead Vlei.",17-Sep-17,Couples,Okaukuejo waterhole
Alli394,"Naples, Italy",Nice,It is quite an experience to see this paintings! Be mindful it is very hot there so if possible avoid the hottest hours.,17-Sep-17,Couples,Namutoni
allisonlaux,"Toronto, Canada",Lives up to the hype,"After seeing so many pics, you wonder if it will be as great as it seems.  It is.  Thank goodness my tour group was relaxed, because I lost track of time as I puttered around and took pics.  The grey/black trees, orange sand and blue sky is just as stunning in real life.  I was a bit surprised when I looked the other direction to the shady area, which I found visually intriguing.",26-Dec-14,Solo,Spitzkoppe
Alois,UAE,Wonderful visit - worth taking the time,"A wonderful visit. To be able to see these beautiful animals up close - especially at feeding time was a highlight of my recent trip to Namibia. It's also interesting to understand the educational side of the work done by the committed staff with the local farmers to help protect wild cheetahs. And for the staff, it was definitely a labour of love and not just a job. Definitely recommended.",18-Oct-13,Solo,Onguma Bush Camp
